,row_id,clean_phrase,category,timestamp,phrase_freq,sentiment_score,matched_product,listing_category,stock_level,final_similarity,used_backup
9156,27743,fine google shoes,Electronics,2015-02-05 08:00:00,1,0,Formal Shoes,Footwear,5525649,0.6357862,False
9193,27845,sony a55,Electronics,2015-04-12 07:00:00,1,1,Camera,Electronics,5576465,0.52372295,False
9196,27846,a550,Electronics,2015-04-02 07:00:00,1,1,Laptop,Electronics,5558643,0.53993773,False
9200,27848,old dell computer,Electronics,2015-02-09 08:00:00,1,-1,Laptop,Electronics,5558643,0.5011919,True
9201,27849,one vga monitor,Electronics,2015-02-05 08:00:00,1,0,Monitor,Electronics,5506270,0.6453591,False
9202,27849,one dvi monitor,Electronics,2015-02-05 08:00:00,1,0,Monitor,Electronics,5506270,0.60519904,False
9217,27873,kodak,Electronics,2015-02-18 08:00:00,4,0,Camera,Electronics,5576465,0.6044415,False
9222,27880,lg machine,Electronics,2015-03-19 07:00:00,1,-1,Smartphone,Electronics,5584861,0.53336316,False
9227,27885,canon lens,Electronics,2015-04-09 07:00:00,1,0,Camera,Electronics,5576465,0.5727163,False
9228,27886,black magic pocket cinema camera,Electronics,2015-02-23 08:00:00,3,0,Camera,Electronics,5576465,0.552251,False
9236,27895,hp pro book 650 g1 laptop,Electronics,2015-02-18 08:00:00,1,0,Laptop,Electronics,5558643,0.53115416,True
9238,27905,hp 2000-2b09wm notebook,Electronics,2015-03-11 07:00:00,1,0,Laptop,Electronics,5558643,0.51231533,False
9252,27930,video,Electronics,2015-04-16 07:00:00,3,0,Camera,Electronics,5576465,0.545852,False
9254,27930,powered computer speakers,Electronics,2015-04-16 07:00:00,1,0,Speaker,Electronics,5608503,0.517439,False
9262,27943,hp elitebook 8440p,Electronics,2015-03-23 07:00:00,1,0,Laptop,Electronics,5558643,0.5511371,True
9263,27945,ubuntu,Electronics,2015-02-24 08:00:00,1,1,Laptop,Electronics,5558643,0.5292808,False
9271,27952,boss ch6520 chaos series 6.5-inch 2-way speakers,Electronics,2015-02-21 08:00:00,1,0,Speaker,Electronics,5608503,0.5130955,True
9289,27982,sony wireless headphones base,Electronics,2015-02-19 08:00:00,1,0,Headphones,Electronics,5572988,0.630813,False
9291,27984,mft camera,Electronics,2015-02-22 08:00:00,1,0,Camera,Electronics,5576465,0.614753,False
9293,27984,blackmagic pocket cinema camera,Electronics,2015-02-22 08:00:00,1,0,Camera,Electronics,5576465,0.5242195,False
9314,28023,those android tv things,Electronics,2015-03-30 07:00:00,1,0,Smartphone,Electronics,5584861,0.54094553,False
9315,28026,uniden cordless phones,Electronics,2015-03-30 07:00:00,1,0,Smartphone,Electronics,5584861,0.5013202,True
9317,28027,uniden phone,Electronics,2015-02-13 08:00:00,1,1,Smartphone,Electronics,5584861,0.5284406,False
9318,28029,lg smartphone,Electronics,2015-03-10 07:00:00,1,1,Smartphone,Electronics,5584861,0.751049,False
9319,28029,mp3,Electronics,2015-03-10 07:00:00,6,1,Speaker,Electronics,5608503,0.5214715,False
9320,28029,either an i-phone,Electronics,2015-03-10 07:00:00,1,1,Smartphone,Electronics,5584861,0.615172,False
9322,28032,all canon dslrs,Electronics,2015-03-12 07:00:00,2,0,Camera,Electronics,5576465,0.5860091,True
9323,28032,other camera type - eg pentax k3,Electronics,2015-03-12 07:00:00,1,0,Camera,Electronics,5576465,0.5410507,False
9335,28044,soundbar,Electronics,2015-03-20 07:00:00,2,0,Speaker,Electronics,5608503,0.50910366,False
9343,28055,all canon flashes,Electronics,2015-02-16 08:00:00,1,0,Camera,Electronics,5576465,0.52311975,True
9350,28071,lenovo computer,Electronics,2015-03-16 07:00:00,1,1,Laptop,Electronics,5558643,0.7132785,False
9358,28082,dvi-a m,Electronics,2015-03-21 07:00:00,1,0,Monitor,Electronics,5506270,0.526425,True
9363,28094,most older hp laptop,Electronics,2015-02-25 08:00:00,1,1,Laptop,Electronics,5558643,0.5897238,False
9364,28094,hp pavilion dv6910,Electronics,2015-02-25 08:00:00,1,1,Laptop,Electronics,5558643,0.59571517,True
9368,28107,all mp3,Electronics,2015-03-02 08:00:00,1,0,Speaker,Electronics,5608503,0.5214714,True
9372,28119,ipad2,Electronics,2015-03-07 08:00:00,9,0,Tablet,Electronics,5601340,0.5172225,False
9378,28122,gps device,Electronics,2015-03-06 08:00:00,2,0,Smartphone,Electronics,5584861,0.50401235,False
9379,28132,hp conquest laptop model c262-219wm near,Electronics,2015-02-27 08:00:00,1,0,Laptop,Electronics,5558643,0.5028056,False
9380,28132,hp conquest laptop,Electronics,2015-02-27 08:00:00,1,0,Laptop,Electronics,5558643,0.5978768,False
9381,28132,hp compaq,Electronics,2015-02-27 08:00:00,1,0,Laptop,Electronics,5558643,0.55003655,False
9388,28136,cannon ef 70-200mm f/4l,Electronics,2015-03-03 08:00:00,1,1,Camera,Electronics,5576465,0.5051042,True
9399,28151,w/ hdmi,Electronics,2015-02-17 08:00:00,1,0,Monitor,Electronics,5506270,0.6381404,False
9414,28177,computer,Electronics,2015-03-11 07:00:00,4,0,Laptop,Electronics,5558643,0.71402085,False
9421,28177,similar device,Electronics,2015-03-11 07:00:00,1,0,Smartphone,Electronics,5584861,0.51758194,False
9426,28183,usb speaker,Electronics,2015-02-15 08:00:00,1,0,Speaker,Electronics,5608503,0.6799736,False
9428,28184,only a usb input,Electronics,2015-04-06 07:00:00,1,-1,Laptop,Electronics,5558643,0.5081267,True
9430,28193,only hdmi,Electronics,2015-03-06 08:00:00,1,0,Monitor,Electronics,5506270,0.52890706,False
9475,28278,all sony alpha cameras,Electronics,2015-03-07 08:00:00,1,1,Camera,Electronics,5576465,0.6188171,True
9492,28332,both iphone and android apps,Electronics,2015-03-15 07:00:00,1,1,Smartphone,Electronics,5584861,0.52776825,False
9493,28332,app,Electronics,2015-03-15 07:00:00,8,1,Smartphone,Electronics,5584861,0.5558019,False
9494,28334,lumix camera,Electronics,2015-03-30 07:00:00,1,1,Camera,Electronics,5576465,0.64285946,False
9509,28354,two additional speakers,Electronics,2015-03-17 07:00:00,1,0,Speaker,Electronics,5608503,0.5683966,False
9512,28362,which ipad,Electronics,2015-04-14 07:00:00,1,0,Tablet,Electronics,5601340,0.5034098,False
9517,28368,m-6000 series gateway laptop,Electronics,2015-03-04 08:00:00,1,1,Laptop,Electronics,5558643,0.502017,False
9527,28388,nikon p600,Electronics,2015-02-12 08:00:00,1,0,Camera,Electronics,5576465,0.51707023,False
9536,28404,factory bose unit,Electronics,2015-03-18 07:00:00,1,0,Speaker,Electronics,5608503,0.5186865,False
9541,28409,model pt-9800pcn,Electronics,2015-03-09 07:00:00,1,0,Blender,Home Appliances,6234391,0.5319724,True
9544,28424,other sony products,Electronics,2015-02-20 08:00:00,1,-1,Camera,Electronics,5576465,0.5624411,True
9546,28427,some d630 models,Electronics,2015-03-18 07:00:00,1,0,Blender,Home Appliances,6234391,0.5319724,True
9549,28430,only usb,Electronics,2015-03-23 07:00:00,4,0,Laptop,Electronics,5558643,0.5081267,True
9550,28431,keyboard,Electronics,2015-03-06 08:00:00,2,1,Laptop,Electronics,5558643,0.5467842,False
9556,28439,2011 macbook pro,Electronics,2015-02-09 08:00:00,1,-1,Laptop,Electronics,5558643,0.5871618,True
9560,28447,small element speakers,Electronics,2015-02-13 08:00:00,1,-1,Speaker,Electronics,5608503,0.5540493,False
9561,28458,pc speakers,Electronics,2015-02-19 08:00:00,2,0,Speaker,Electronics,5608503,0.6283038,False
9562,28458,philips ear buds,Electronics,2015-02-19 08:00:00,2,0,Headphones,Electronics,5572988,0.6075563,False
9567,28467,new samsung circle headphones,Electronics,2015-04-11 07:00:00,1,-1,Headphones,Electronics,5572988,0.6232785,False
9568,28467,ipod nano and plantronics wireless headphones,Electronics,2015-04-11 07:00:00,1,-1,Headphones,Electronics,5572988,0.57286954,False
9574,28473,color sharp,Electronics,2015-03-17 07:00:00,1,0,Shirt,Apparel,5519141,0.5356351,True
9586,28486,ip camera,Electronics,2015-04-12 07:00:00,3,-1,Camera,Electronics,5576465,0.7078651,False
9587,28488,foscam fi9805e,Electronics,2015-04-09 07:00:00,1,0,Camera,Electronics,5576465,0.54007286,False
9589,28488,poe device,Electronics,2015-04-09 07:00:00,2,0,Tablet,Electronics,5601340,0.65795237,True
9597,28496,laptop pc133 specification,Electronics,2015-03-04 08:00:00,1,0,Laptop,Electronics,5558643,0.5323229,False
9598,28498,dell ram option,Electronics,2015-03-27 07:00:00,1,0,Laptop,Electronics,5558643,0.6940458,True
9601,28508,nexus 4 phone,Electronics,2015-04-12 07:00:00,2,1,Smartphone,Electronics,5584861,0.5525906,False
9618,28538,"20"" hp monitor",Electronics,2015-03-15 07:00:00,1,1,Monitor,Electronics,5506270,0.64934886,False
9620,28545,finepix xp70 camera,Electronics,2015-03-01 08:00:00,1,1,Camera,Electronics,5576465,0.5368369,False
9622,28553,aspire v5,Electronics,2015-02-12 08:00:00,1,0,Laptop,Electronics,5558643,0.51632226,False
9636,28575,ban&amp;olufsen a8 headphones,Electronics,2015-02-08 08:00:00,1,1,Headphones,Electronics,5572988,0.6112304,False
9680,28617,canon 50mm lense,Electronics,2015-03-10 07:00:00,1,0,Camera,Electronics,5576465,0.60388744,True
9681,28619,all newer nikon dslr cameras,Electronics,2015-03-17 07:00:00,1,0,Camera,Electronics,5576465,0.5325391,True
9682,28620,canon lenses,Electronics,2015-02-28 08:00:00,1,1,Camera,Electronics,5576465,0.5734874,True
9696,28658,nikon d7000 camera,Electronics,2015-02-17 08:00:00,1,0,Camera,Electronics,5576465,0.57598484,False
9699,28661,samsung galaxy tablet,Electronics,2015-03-02 08:00:00,4,0,Tablet,Electronics,5601340,0.7651247,False
9715,28690,sony handy cam,Electronics,2015-02-28 08:00:00,1,1,Camera,Electronics,5576465,0.67025435,False
9719,28691,sony 8 gb pro-hg duo hx memory stick mshx8b,Electronics,2015-03-01 08:00:00,1,1,Camera,Electronics,5576465,0.61934465,True
9721,28693,sony 8 gb pro hg duo hx memory stick,Electronics,2015-04-04 07:00:00,1,1,Camera,Electronics,5576465,0.61934465,True
9722,28693,cyber shot dsc-w90,Electronics,2015-04-04 07:00:00,1,1,Camera,Electronics,5576465,0.5166625,False
9723,28694,dscs75/s85 cameras,Electronics,2015-04-15 07:00:00,1,-1,Camera,Electronics,5576465,0.5556139,False
9729,28702,original canon 5d,Electronics,2015-02-21 08:00:00,1,1,Camera,Electronics,5576465,0.56804633,True
9730,28704,"""stm jacket",Electronics,2015-04-13 07:00:00,1,0,Jacket,Apparel,5516002,0.6573889,False
9764,28746,iphone5s,Electronics,2015-04-13 07:00:00,1,-1,Smartphone,Electronics,5584861,0.6442547,False
9771,28754,canon 700d,Electronics,2015-03-26 07:00:00,1,1,Camera,Electronics,5576465,0.589185,False
9789,28799,bluetooth ones,Electronics,2015-04-17 07:00:00,1,1,Headphones,Electronics,5572988,0.545914,False
9805,28828,3 hdmi,Electronics,2015-03-17 07:00:00,2,1,Monitor,Electronics,5506270,0.5076006,False
9807,28828,dvi-to-hdmi cable or dvi/hdmi adapter and hdmi cable,Electronics,2015-03-17 07:00:00,1,1,Monitor,Electronics,5506270,0.66745365,True
9811,28830,handycam dcr-hc28,Electronics,2015-03-19 07:00:00,1,0,Camera,Electronics,5576465,0.51853824,False
9813,28834,"ordinary lg ""dumb"" cellphone",Electronics,2015-04-04 07:00:00,1,1,Smartphone,Electronics,5584861,0.602731,False
9836,28880,nikon d-7000,Electronics,2015-02-21 08:00:00,1,0,Camera,Electronics,5576465,0.50268155,False
9841,28900,samsung s4 cell,Electronics,2015-04-12 07:00:00,1,0,Smartphone,Electronics,5584861,0.5972835,False
9848,28911,samsung gusto,Electronics,2015-04-02 07:00:00,1,1,Smartphone,Electronics,5584861,0.570082,False
9850,28913,intuos pro tablets,Electronics,2015-02-04 08:00:00,1,1,Tablet,Electronics,5601340,0.5635197,False
9876,28941,their software,Electronics,2015-04-09 07:00:00,1,1,Blender,Home Appliances,6234391,0.5974192,True
9890,28950,"hp ""dv6"" laptop",Electronics,2015-03-06 08:00:00,1,1,Laptop,Electronics,5558643,0.5363662,False
9895,28953,hp pavillion dv6205us laptop,Electronics,2015-04-15 07:00:00,1,-1,Laptop,Electronics,5558643,0.5229947,False
9902,28966,dslr canon,Electronics,2015-02-18 08:00:00,1,1,Camera,Electronics,5576465,0.62928593,False
9904,28967,(samsung,Electronics,2015-03-07 08:00:00,1,0,Smartphone,Electronics,5584861,0.59005874,False
9907,28972,toshiiba laptop,Electronics,2015-04-10 07:00:00,1,0,Laptop,Electronics,5558643,0.61371475,False
9918,28986,all alienware laptops,Electronics,2015-03-06 08:00:00,1,1,Laptop,Electronics,5558643,0.598709,False
9929,29007,usb plug-in,Electronics,2015-02-15 08:00:00,3,-1,Laptop,Electronics,5558643,0.5081267,True
9932,29019,typical bluetooth headset,Electronics,2015-03-28 07:00:00,1,0,Headphones,Electronics,5572988,0.5697636,False
9956,29040,inexpensive acer 722 (netbook,Electronics,2015-02-25 08:00:00,1,1,Laptop,Electronics,5558643,0.5163983,True
9963,29052,4s phone,Electronics,2015-03-16 07:00:00,1,1,Smartphone,Electronics,5584861,0.55432,False
9967,29080,nikon d5500,Electronics,2015-04-03 07:00:00,2,0,Camera,Electronics,5576465,0.54063094,False
9987,29098,cheap gaming pc,Electronics,2015-02-28 08:00:00,1,1,Gaming Console,Electronics,5606624,0.6341529,False
9990,29103,lenovo and samsung penabled pens,Electronics,2015-03-22 07:00:00,1,1,Tablet,Electronics,5601340,0.5033622,True
10005,29114,lg g3 smartphone,Electronics,2015-02-27 08:00:00,1,0,Smartphone,Electronics,5584861,0.6181214,False
10007,29115,samsung ablet,Electronics,2015-03-07 08:00:00,1,1,Smartphone,Electronics,5584861,0.5065669,False
10008,29120,old dell,Electronics,2015-03-24 07:00:00,2,1,Laptop,Electronics,5558643,0.57481015,False
10017,29131,hdmi signal,Electronics,2015-02-03 08:00:00,4,1,Monitor,Electronics,5506270,0.5185771,False
10028,29154,sony cyber-shot g,Electronics,2015-03-23 07:00:00,1,1,Camera,Electronics,5576465,0.5607569,False
10038,29167,picture,Electronics,2015-03-30 07:00:00,2,0,Camera,Electronics,5576465,0.5376537,False
10041,29173,olympus ls-10 recorder,Electronics,2015-02-05 08:00:00,1,0,Camera,Electronics,5576465,0.50239605,False
10044,29175,sony a6000 camera,Electronics,2015-02-04 08:00:00,4,0,Camera,Electronics,5576465,0.60940826,False
10045,29175,a6000,Electronics,2015-02-04 08:00:00,11,0,Camera,Electronics,5576465,0.5074333,False
10047,29177,acoustimass 6 speaker system,Electronics,2015-03-05 08:00:00,1,1,Speaker,Electronics,5608503,0.5488551,False
10049,29177,bose acoustimass 6 speaker system,Electronics,2015-03-05 08:00:00,1,1,Speaker,Electronics,5608503,0.5856686,True
10056,29195,akg microphone,Electronics,2015-04-04 07:00:00,1,1,Headphones,Electronics,5572988,0.5243553,True
10057,29197,klipsch kg 5.5 floor standing speakers,Electronics,2015-03-22 07:00:00,1,1,Speaker,Electronics,5608503,0.5166198,False
10085,29259,which apple,Electronics,2015-04-15 07:00:00,1,0,Smartphone,Electronics,5584861,0.54677397,True
10102,29286,dell brand,Electronics,2015-02-26 08:00:00,1,1,Laptop,Electronics,5558643,0.5348171,False
10104,29289,u550,Electronics,2015-04-07 07:00:00,1,-1,Laptop,Electronics,5558643,0.521165,False
10106,29294,sony a390,Electronics,2015-02-22 08:00:00,2,-1,Camera,Electronics,5576465,0.5166587,False
10107,29294,a390,Electronics,2015-02-22 08:00:00,1,-1,Laptop,Electronics,5558643,0.51370376,False
10113,29299,toshiba satellite c55,Electronics,2015-02-17 08:00:00,1,0,Laptop,Electronics,5558643,0.5059138,False
10115,29301,toshiba satellite l655,Electronics,2015-03-01 08:00:00,1,1,Laptop,Electronics,5558643,0.5135792,True
10119,29318,program,Electronics,2015-02-09 08:00:00,1,1,Blender,Home Appliances,6234391,0.53609854,False
10124,29335,toshiba brand customer,Electronics,2015-02-20 08:00:00,1,1,Laptop,Electronics,5558643,0.50019515,False
10127,29340,lenovo thinkpad e430,Electronics,2015-04-02 07:00:00,2,0,Laptop,Electronics,5558643,0.502731,False
10134,29354,canon rebel t3i,Electronics,2015-03-02 08:00:00,1,1,Camera,Electronics,5576465,0.5229178,True
10135,29356,regular android phone,Electronics,2015-04-17 07:00:00,2,0,Smartphone,Electronics,5584861,0.72277653,False
10138,29366,fitbit,Electronics,2015-02-11 08:00:00,1,-1,Smartwatch,Electronics,5529727,0.56125426,False
10139,29372,canon 90ex,Electronics,2015-03-16 07:00:00,1,-1,Camera,Electronics,5576465,0.6248903,True
10142,29381,sony nex,Electronics,2015-04-09 07:00:00,1,0,Camera,Electronics,5576465,0.5218303,False
10143,29383,sony a65,Electronics,2015-04-10 07:00:00,1,1,Camera,Electronics,5576465,0.5334706,False
10145,29384,sony rx1,Electronics,2015-02-16 08:00:00,2,0,Camera,Electronics,5576465,0.50137675,False
10147,29385,alpha a290 sony camera,Electronics,2015-02-08 08:00:00,1,1,Camera,Electronics,5576465,0.502007,False
10154,29408,sony cybershot steady shot dsc-s2100 camera,Electronics,2015-03-06 08:00:00,1,1,Camera,Electronics,5576465,0.5111381,True
10164,29419,g510,Electronics,2015-03-09 07:00:00,1,-1,Laptop,Electronics,5558643,0.52261496,False
10167,29424,logitech c190 camera,Electronics,2015-02-20 08:00:00,1,-1,Camera,Electronics,5576465,0.55880666,False
10172,29432,acer monitor,Electronics,2015-04-08 07:00:00,1,0,Monitor,Electronics,5506270,0.7217274,False
10173,29433,crt monitor,Electronics,2015-02-28 08:00:00,1,-1,Monitor,Electronics,5506270,0.7052819,False
10174,29433,most vga monitors,Electronics,2015-02-28 08:00:00,1,-1,Monitor,Electronics,5506270,0.630707,False
10187,29456,most usb peripherals,Electronics,2015-02-05 08:00:00,1,1,Laptop,Electronics,5558643,0.5081267,True
10193,29497,nikon sb700,Electronics,2015-04-15 07:00:00,1,1,Camera,Electronics,5576465,0.5238291,False
10199,29512,sony e,Electronics,2015-02-19 08:00:00,1,0,Camera,Electronics,5576465,0.54510105,False
10210,29543,g lens,Electronics,2015-02-10 08:00:00,2,0,Camera,Electronics,5576465,0.5026312,True
10211,29543,nikon af 24 mm,Electronics,2015-02-10 08:00:00,1,0,Camera,Electronics,5576465,0.5147438,True
10212,29543,d lenses,Electronics,2015-02-10 08:00:00,1,0,Camera,Electronics,5576465,0.63004464,True
10214,29546,2 bose headphones,Electronics,2015-04-07 07:00:00,1,0,Headphones,Electronics,5572988,0.65440595,False
10220,29563,hp pavilion dv6 laptop,Electronics,2015-02-27 08:00:00,1,1,Laptop,Electronics,5558643,0.52136916,False
10231,29581,sony cameras,Electronics,2015-02-26 08:00:00,4,0,Camera,Electronics,5576465,0.7183846,False
10233,29582,sony a57,Electronics,2015-02-11 08:00:00,3,1,Camera,Electronics,5576465,0.531155,False
10242,29592,wall speaker mounts,Electronics,2015-03-13 07:00:00,1,0,Speaker,Electronics,5608503,0.5319525,False
10243,29597,sony hdr td10 camcorder,Electronics,2015-02-02 08:00:00,1,0,Camera,Electronics,5576465,0.51084685,True
10244,29597,usb input,Electronics,2015-02-02 08:00:00,11,0,Laptop,Electronics,5558643,0.5081267,True
10248,29610,2 hp monitors w/out holes,Electronics,2015-03-11 07:00:00,1,0,Monitor,Electronics,5506270,0.5448496,True
10249,29615,nikon lens,Electronics,2015-02-20 08:00:00,4,0,Camera,Electronics,5576465,0.5102465,True
10257,29616,sony a 4.5-5.6/ 75-300 zoom lens,Electronics,2015-03-09 07:00:00,1,0,Camera,Electronics,5576465,0.53867805,True
10267,29628,sony a57 hello mark,Electronics,2015-03-27 07:00:00,1,1,Camera,Electronics,5576465,0.512866,True
10273,29633,pentax k1000 lenses,Electronics,2015-04-02 07:00:00,1,0,Camera,Electronics,5576465,0.63004464,True
10275,29634,pentax k1000 lens,Electronics,2015-03-06 08:00:00,1,-1,Camera,Electronics,5576465,0.63004464,True
10278,29640,sony video camera hdr-cx380,Electronics,2015-04-13 07:00:00,1,1,Camera,Electronics,5576465,0.5428313,True
10280,29646,px301-c camera,Electronics,2015-03-27 07:00:00,1,0,Camera,Electronics,5576465,0.5251452,False
10282,29650,itour pop speakers,Electronics,2015-04-10 07:00:00,1,0,Speaker,Electronics,5608503,0.5874132,False
10285,29653,dell n5010 laptop,Electronics,2015-04-09 07:00:00,1,1,Laptop,Electronics,5558643,0.5469985,False
